timestamp,TSLA
1577854800,31.270666122436523
1578459600,35.861331939697266
1579064400,36.47999954223633
1579669200,37.793331146240234
1580274000,59.137332916259766
1580878800,51.62533187866211
1581483600,57.22666549682617
1582088400,53.32733154296875
1582693200,49.70066833496094
1583298000,43.02199935913086
1583899200,28.68000030517578
1584504000,33.66666793823242
1585108800,34.93333435058594
1585713600,36.36333465576172
1586318400,47.32600021362305
1586923200,45.781333923339844
1587528000,51.27466583251953
1588132800,51.2140007019043
1588737600,53.96066665649414
1589342400,53.867332458496094
1589947200,54.591331481933594
1590552000,58.770668029785156
1591156800,62.711334228515625
1591761600,65.47533416748047
1592366400,66.78533172607422
1592971200,71.98733520507812
1593576000,92.65733337402344
1594180800,101.12000274658203
1594785600,104.55733489990234
1595390400,98.43267059326172
1595995200,99.13333129882812
1596600000,91.6259994506836
1597204800,125.80599975585938
1597809600,134.8893280029297
1598414400,158.35000610351562
1599019200,110.06999969482422
1599624000,149.9199981689453
1600228800,141.41000366210938
1600833600,139.69000244140625
1601438400,137.9933319091797
1602043200,148.88333129882812
1602648000,140.64666748046875
1603252800,141.55999755859375
1603857600,141.3000030517578
1604466000,136.7866668701172
1605070800,147.20333862304688
1605675600,185.1266632080078
1606280400,194.9199981689453
1606885200,216.6266632080078
1607490000,211.0833282470703
1608094800,213.44667053222656
1608699600,221.99667358398438
1609304400,245.0366668701172
1609909200,283.14666748046875
1610514000,281.51666259765625
1611118800,294.36334228515625
1611723600,290.92999267578125
1612328400,283.1533203125
1612933200,265.40667724609375
1613538000,232.94667053222656
1614142800,228.81333923339844
1614747600,224.52667236328125
1615352400,225.6266632080078
1615953600,220.72000122070312
1616558400,211.8733367919922
1617163200,230.5399932861328
1617768000,254.10667419433594
1618372800,239.663330078125
1618977600,234.913330078125
1619582400,224.53334045410156
1620187200,205.73333740234375
1620792000,192.6233367919922
1621396800,201.56333923339844
1622001600,207.96665954589844
1622606400,201.19667053222656
1623211200,199.7866668701172
1623816000,207.90333557128906
1624420800,226.9199981689453
1625025600,219.86000061035156
1625630400,222.84666442871094
1626235200,220.1666717529297
1626840000,214.92666625976562
1627444800,236.5800018310547
1628049600,236.663330078125
1628654400,221.90333557128906
1629259200,236.163330078125
1629864000,245.24000549316406
1630468800,250.97332763671875
1631073600,248.163330078125
1631678400,246.4600067138672
1632283200,259.1866760253906
1632888000,260.1966552734375
1633492800,268.5733337402344
1634097600,288.0899963378906
1634702400,339.4766540527344
1635307200,390.6666564941406
1635912000,341.1666564941406
1636520400,351.57666015625
1637125200,369.6766662597656
1637730000,381.586669921875
1638334800,350.5833435058594
1638939600,319.5033264160156
1639544400,312.84332275390625
1640149200,362.8233337402344
1640754000,383.1966552734375
1641358800,354.79998779296875
1641963600,343.5033264160156
1642568400,306.1333312988281
1643173200,310.4166564941406
1643778000,307.3333435058594
1644382800,307.4766540527344
1644987600,273.84332275390625
1645592400,288.1233215332031
1646197200,274.79998779296875
1646802000,267.2966613769531
1647403200,331.32666015625
1648008000,366.5233459472656
1648612800,363.7533264160156
1649217600,328.98333740234375
1649822400,342.7166748046875
1650427200,292.1400146484375
1651032000,303.0833435058594
1651636800,266.67999267578125
1652241600,253.8699951171875
1652846400,209.3866729736328
1653451200,252.75332641601562
1654056000,238.8866729736328
1654660800,220.88999938964844
1655265600,237.0366668701172
1655870400,232.663330078125
1656475200,233.06666564941406
1657080000,233.07000732421875
1657684800,245.52999877929688
1658289600,258.8599853515625
1658894400,300.586669921875
1659499200,283.3333435058594
1660104000,306.5633239746094
1660708800,296.4533386230469
1661313600,277.70001220703125
1661918400,274.4200134277344
1662523200,292.1300048828125
1663128000,308.7300109863281
1663732800,282.94000244140625
1664337600,249.44000244140625
1664942400,216.5
1665547200,220.19000244140625
1666152000,222.4199981689453
1666756800,227.82000732421875
1667361600,191.3000030517578
1667970000,194.4199981689453
1668574800,169.91000366210938
1669179600,180.8300018310547
1669784400,179.82000732421875
1670389200,160.9499969482422
1670994000,137.8000030517578
1671598800,109.0999984741211
1672203600,108.0999984741211
1672808400,118.8499984741211
1673413200,131.49000549316406
1674018000,143.88999938964844
1674622800,173.22000122070312
1675227600,196.80999755859375
1675832400,209.25
1676437200,197.3699951171875
1677042000,205.7100067138672
1677646800,187.7100067138672
1678251600,183.25999450683594
1678852800,197.5800018310547
1679457600,189.19000244140625
1680062400,192.5800018310547
1680667200,186.7899932861328
1681272000,184.30999755859375
1681876800,160.6699981689453
1682481600,160.30999755859375
1683086400,169.14999389648438
1683691200,166.52000427246094
1684296000,185.77000427246094
1684900800,201.16000366210938
1685505600,221.30999755859375
1686110400,258.7099914550781
1686715200,274.45001220703125
1687320000,250.2100067138672
1687924800,279.82000732421875
1688529600,269.7900085449219
1689134400,293.3399963378906
1689739200,265.2799987792969
1690344000,261.07000732421875
1690948800,249.6999969482422
1691553600,232.9600067138672
1692158400,233.19000244140625
1692763200,257.17999267578125
1693368000,256.489990234375
1693972800,267.4800109863281
1694577600,266.5
1695182400,244.1199951171875
1695787200,246.52999877929688
1696392000,263.6199951171875
1696996800,254.85000610351562
1697601600,216.52000427246094
1698206400,212.4199981689453
