timestamp,NVDA
1577854800,59.754276275634766
1578459600,61.58478546142578
1579064400,61.74916458129883
1579669200,61.75662612915039
1580274000,61.54743576049805
1580878800,66.71768188476562
1581483600,73.86040496826172
1582088400,65.26323699951172
1582693200,66.21957397460938
1583298000,65.060546875
1583899200,54.143192291259766
1584504000,62.09510040283203
1585108800,65.68852996826172
1585713600,64.54969787597656
1586318400,70.75969696044922
1586923200,67.16128540039062
1587528000,72.60625457763672
1588132800,73.1993408203125
1588737600,77.77462005615234
1589342400,87.77243041992188
1589947200,86.89774322509766
1590552000,87.96931457519531
1591156800,90.16972351074219
1591761600,90.43525695800781
1592366400,94.23973083496094
1592971200,94.71592712402344
1593576000,98.44561767578125
1594180800,103.48420715332031
1594785600,103.00055694580078
1595390400,101.87366485595703
1595995200,111.96826171875
1596600000,108.201171875
1597204800,122.26982879638672
1597809600,127.14885711669922
1598414400,137.82937622070312
1599019200,118.83744049072266
1599624000,129.59097290039062
1600228800,126.06715393066406
1600833600,131.93270874023438
1601438400,137.02767944335938
1602043200,142.1326141357422
1602648000,136.1199188232422
1603252800,133.63851928710938
1603857600,129.8752899169922
1604466000,127.38639831542969
1605070800,133.89288330078125
1605675600,129.25930786132812
1606280400,133.5711669921875
1606885200,133.17213439941406
1607490000,133.3162384033203
1608094800,132.49554443359375
1608699600,129.15280151367188
1609304400,133.7578125
1609909200,134.5561065673828
1610514000,129.9710235595703
1611118800,134.06216430664062
1611723600,135.2745361328125
1612328400,142.3242950439453
1612933200,152.97119140625
1613538000,141.11436462402344
1614142800,133.7727813720703
1614747600,124.93193817138672
1615352400,132.67105102539062
1615953600,130.47006225585938
1616558400,128.48367309570312
1617163200,138.36318969726562
1617768000,156.51016235351562
1618372800,151.4368896484375
1618977600,153.5380859375
1619582400,143.2517852783203
1620187200,142.8026123046875
1620792000,139.90289306640625
1621396800,156.1932373046875
1622001600,162.3495635986328
1622606400,174.25289916992188
1623211200,177.5618438720703
1623816000,188.56761169433594
1624420800,199.94952392578125
1625025600,206.65635681152344
1625630400,202.178466796875
1626235200,185.82444763183594
1626840000,191.77500915527344
1627444800,197.8353729248047
1628049600,199.04345703125
1628654400,194.2710418701172
1629259200,217.58396911621094
1629864000,223.4945831298828
1630468800,226.30006408691406
1631073600,222.10598754882812
1631678400,212.1600799560547
1632283200,206.69776916503906
1632888000,204.22128295898438
1633492800,206.4181671142578
1634097600,222.58531188964844
1634702400,246.821044921875
1635307200,263.6372985839844
1635912000,306.13720703125
1636520400,301.60357666015625
1637125200,317.01177978515625
1637730000,326.2987365722656
1638334800,323.81219482421875
1638939600,283.0046081542969
1639544400,290.37506103515625
1640149200,302.82904052734375
1640754000,292.52227783203125
1641358800,277.81134033203125
1641963600,258.6959533691406
1642568400,222.9521484375
1643173200,246.0623016357422
1643778000,250.7562255859375
1644382800,264.6083068847656
1644987600,233.59835815429688
1645592400,234.46726989746094
1646197200,214.86256408691406
1646802000,229.4728546142578
1647403200,264.94305419921875
1648008000,286.2392272949219
1648612800,259.019775390625
1649217600,214.79928588867188
1649822400,221.7315216064453
1650427200,187.66970825195312
1651032000,195.8006134033203
1651636800,175.7530517578125
1652241600,181.5665283203125
1652846400,161.35916137695312
1653451200,186.510986328125
1654056000,189.04815673828125
1654660800,158.1827392578125
1655265600,165.50955200195312
1655870400,159.67486572265625
1656475200,149.5041046142578
1657080000,150.6830291748047
1657684800,169.7656707763672
1658289600,165.1798553466797
1658894400,185.0917510986328
1659499200,170.70481872558594
1660104000,188.61854553222656
1660708800,171.65396118164062
1661313600,154.5395050048828
1661918400,134.5277099609375
1662523200,131.1907501220703
1663128000,131.679443359375
1663732800,124.05411529541016
1664337600,131.58949279785156
1664942400,115.78916931152344
1665547200,119.59684753417969
1666152000,132.5289306640625
1666756800,135.34719848632812
1667361600,145.9307403564453
1667970000,166.55812072753906
1668574800,160.28196716308594
1669179600,156.29440307617188
1669784400,159.7722625732422
1670389200,180.65573120117188
1670994000,160.7928009033203
1671598800,141.1597900390625
1672203600,143.0990753173828
1672808400,159.03341674804688
1673413200,176.95704650878906
1674018000,192.58148193359375
1674622800,195.30050659179688
1675227600,221.65115356445312
1675832400,229.62831115722656
1676437200,206.47654724121094
1677042000,232.07745361328125
1677646800,232.7971954345703
1678251600,240.5852813720703
1678852800,261.9413146972656
1679457600,264.0509338378906
1680062400,274.4789733886719
1680667200,271.6395263671875
1681272000,276.61859130859375
1681876800,262.3612365722656
1682481600,282.047607421875
1683086400,285.6568908691406
1683691200,292.0757141113281
1684296000,306.822998046875
1684900800,401.0354309082031
1685505600,386.4681701660156
1686110400,410.1437683105469
1686715200,438.0439147949219
1687320000,418.72552490234375
1687924800,424.0950622558594
1688529600,424.0150451660156
1689134400,474.90087890625
1689739200,456.75238037109375
1690344000,465.0317077636719
1690948800,446.60321044921875
1691553600,439.3638000488281
1692158400,456.6423645019531
1692763200,487.7998046875
1693368000,485.4400329589844
1693972800,448.6630554199219
1694577600,435.20001220703125
1695182400,419.1099853515625
1695787200,435.1700134277344
1696392000,457.9800109863281
1696996800,439.3800048828125
1697601600,436.6300048828125
1698206400,417.7900085449219
