timestamp,JPM
1577854800,120.40379333496094
1578459600,123.78082275390625
1579064400,122.03289794921875
1579669200,119.8836669921875
1580274000,120.65059661865234
1580878800,123.06737518310547
1581483600,120.96273040771484
1582088400,112.59772491455078
1582693200,104.3040542602539
1583298000,89.80351257324219
1583899200,83.61444854736328
1584504000,78.8612060546875
1585108800,80.28807067871094
1585713600,80.83207702636719
1586318400,86.05118560791016
1586923200,80.23934936523438
1587528000,85.86195373535156
1588132800,82.8974838256836
1588737600,78.41919708251953
1589342400,79.89693450927734
1589947200,86.33950805664062
1590552000,89.14180755615234
1591156800,99.6031265258789
1591761600,91.9621353149414
1592366400,88.24076080322266
1592971200,84.75364685058594
1593576000,83.18580627441406
1594180800,89.35537719726562
1594785600,90.44718933105469
1595390400,88.54561614990234
1595995200,86.93521118164062
1596600000,94.4595718383789
1597204800,89.45545959472656
1597809600,91.43891143798828
1598414400,91.1113510131836
1599019200,90.91119384765625
1599624000,90.32889556884766
1600228800,85.77059173583984
1600833600,86.75322723388672
1601438400,89.1824951171875
1602043200,92.54450225830078
1602648000,92.16802978515625
1603252800,91.21302032470703
1603857600,94.95960998535156
1604466000,106.99827575683594
1605070800,106.6218032836914
1605675600,113.24259948730469
1606280400,109.95515441894531
1606885200,112.03046417236328
1607490000,110.48776245117188
1608094800,111.7274398803711
1608699600,114.79450225830078
1609304400,115.38219451904297
1609909200,129.6888885498047
1610514000,127.6725845336914
1611118800,121.69779968261719
1611723600,123.57530975341797
1612328400,129.09698486328125
1612933200,133.78616333007812
1613538000,139.29855346679688
1614142800,138.7436065673828
1614747600,140.4269256591797
1615352400,141.9807586669922
1615953600,138.2349395751953
1616558400,142.87789916992188
1617163200,141.08360290527344
1617768000,143.3565673828125
1618372800,138.87229919433594
1618977600,140.7144012451172
1619582400,144.6497344970703
1620187200,147.49659729003906
1620792000,151.04122924804688
1621396800,150.57606506347656
1622001600,154.4834747314453
1622606400,153.5066375732422
1623211200,144.3706512451172
1623816000,139.74685668945312
1624420800,143.40309143066406
1625025600,142.72398376464844
1625630400,145.6423797607422
1626235200,140.08432006835938
1626840000,141.71243286132812
1627444800,143.05984497070312
1628049600,149.02024841308594
1628654400,146.91493225097656
1629259200,147.532470703125
1629864000,149.66592407226562
1630468800,148.97349548339844
1631073600,146.97108459472656
1631678400,143.14405822753906
1632283200,155.4017791748047
1632888000,157.81588745117188
1633492800,155.66043090820312
1634097600,158.68215942382812
1634702400,161.34613037109375
1635307200,160.470703125
1635912000,157.9384765625
1636520400,155.66043090820312
1637125200,158.40914916992188
1637730000,149.51348876953125
1638334800,153.03408813476562
1638939600,149.79586791992188
1639544400,146.93418884277344
1640149200,149.33462524414062
1640754000,157.98556518554688
1641358800,157.66551208496094
1641963600,143.25045776367188
1642568400,138.7617645263672
1643173200,143.13682556152344
1643778000,147.68234252929688
1644382800,146.517578125
1644987600,143.8186492919922
1645592400,129.2161407470703
1646197200,121.49821472167969
1646802000,125.45662689208984
1647403200,135.0590362548828
1648008000,133.6953887939453
1648612800,126.2710189819336
1649217600,125.48977661132812
1649822400,125.08909606933594
1650427200,117.36165618896484
1651032000,117.37120056152344
1651636800,113.42162322998047
1652241600,116.560302734375
1652846400,120.54804229736328
1653451200,126.1480484008789
1654056000,124.08740997314453
1654660800,108.81378173828125
1655265600,110.50236511230469
1655870400,110.49282836914062
1656475200,107.44001007080078
1657080000,108.72724914550781
1657684800,110.25752258300781
1658289600,109.16033935546875
1658894400,108.20751190185547
1659499200,111.0467300415039
1660104000,118.98689270019531
1660708800,111.18146514892578
1661313600,110.1131591796875
1661918400,109.46832275390625
1662523200,112.018798828125
1663128000,111.4798355102539
1663732800,101.87464904785156
1664337600,108.53475189208984
1664942400,98.1307373046875
1665547200,115.40010070800781
1666152000,119.14836883544922
1666756800,124.44062042236328
1667361600,127.64511108398438
1667970000,129.09197998046875
1668574800,131.1311798095703
1669179600,132.607177734375
1669784400,127.78104400634766
1670389200,130.198974609375
1670994000,126.90709686279297
1671598800,127.92671203613281
1672203600,131.20887756347656
1672808400,134.58815002441406
1673413200,137.73440551757812
1674018000,135.435546875
1674622800,136.91268920898438
1675227600,140.5223388671875
1675832400,140.08213806152344
1676437200,136.58987426757812
1677042000,140.2288818359375
1677646800,135.60186767578125
1678251600,131.68894958496094
1678852800,127.70755767822266
1679457600,126.07392883300781
1680062400,125.62393951416016
1680667200,125.72177124023438
1681272000,139.40687561035156
1681876800,135.72946166992188
1682481600,136.96185302734375
1683086400,134.48721313476562
1683691200,132.42669677734375
1684296000,134.6646728515625
1684900800,135.5224151611328
1685505600,137.37591552734375
1686110400,140.0181427001953
1686715200,140.52096557617188
1687320000,137.23788452148438
1687924800,144.54344177246094
1688529600,145.34202575683594
1689134400,152.53448486328125
1689739200,155.6713409423828
1690344000,156.0286865234375
1690948800,154.73822021484375
1691553600,149.72520446777344
1692158400,145.30780029296875
1692763200,147.6703643798828
1693368000,144.13644409179688
1693972800,145.26809692382812
1694577600,147.839111328125
1695182400,143.86842346191406
1695787200,141.66468811035156
1696392000,144.58314514160156
1696996800,147.52999877929688
1697601600,141.1699981689453
1698206400,140.39999389648438
