timestamp,UNH
1577854800,274.40570068359375
1578459600,272.93804931640625
1579064400,284.5755615234375
1579669200,270.6938781738281
1580274000,265.930908203125
1580878800,275.3527526855469
1581483600,286.10015869140625
1582088400,249.40731811523438
1582693200,247.5229034423828
1583298000,265.1354675292969
1583899200,231.25497436523438
1584504000,209.03289794921875
1585108800,237.1638946533203
1585713600,235.88954162597656
1586318400,257.24932861328125
1586923200,260.758544921875
1587528000,274.23443603515625
1588132800,278.6851806640625
1588737600,273.60675048828125
1589342400,274.8905944824219
1589947200,280.4445495605469
1590552000,291.3050842285156
1591156800,294.06304931640625
1591761600,278.6471252441406
1592366400,283.0218200683594
1592971200,281.7097473144531
1593576000,283.3334045410156
1594180800,294.6705322265625
1594785600,291.4136047363281
1595390400,286.4661560058594
1595995200,290.83099365234375
1596600000,301.38494873046875
1597204800,302.58843994140625
1597809600,298.2044677734375
1598414400,298.7870788574219
1599019200,293.4575500488281
1599624000,293.4385070800781
1600228800,282.2087707519531
1600833600,291.6937561035156
1601438400,301.5718688964844
1602043200,317.8468933105469
1602648000,310.16497802734375
1603252800,307.3837890625
1603857600,308.1893615722656
1604466000,339.2049560546875
1605070800,337.67999267578125
1605675600,322.2489318847656
1606280400,327.21685791015625
1606885200,333.6136169433594
1607490000,326.9311218261719
1608094800,322.4458312988281
1608699600,334.3230285644531
1609304400,331.8686828613281
1609909200,343.96722412109375
1610514000,338.9815368652344
1611118800,330.2420349121094
1611723600,326.0167236328125
1612328400,317.267578125
1612933200,312.44549560546875
1613538000,317.152099609375
1614142800,322.0897216796875
1614747600,338.7794189453125
1615352400,341.3011169433594
1615953600,355.93994140625
1616558400,360.82745361328125
1617163200,351.9507141113281
1617768000,361.73541259765625
1618372800,383.0145263671875
1618977600,381.0537109375
1619582400,397.3197937011719
1620187200,397.66748046875
1620792000,396.3924865722656
1621396800,398.97149658203125
1622001600,392.8572082519531
1622606400,388.0469665527344
1623211200,386.6366882324219
1623816000,385.1009216308594
1624420800,385.9393615722656
1625025600,397.7279052734375
1625630400,405.7550048828125
1626235200,400.3551025390625
1626840000,402.4201354980469
1627444800,409.0123291015625
1628049600,399.20147705078125
1628654400,408.89605712890625
1629259200,410.4762268066406
1629864000,403.5543518066406
1630468800,408.37249755859375
1631073600,399.93829345703125
1631678400,401.1474914550781
1632283200,387.7998962402344
1632888000,382.7507629394531
1633492800,392.29449462890625
1634097600,412.8606872558594
1634702400,442.2993469238281
1635307200,439.7698974609375
1635912000,451.7457580566406
1636520400,437.41558837890625
1637125200,434.9931640625
1637730000,432.1621398925781
1638334800,452.1154479980469
1638939600,467.9669189453125
1639544400,475.53118896484375
1640149200,490.8841247558594
1640754000,479.1327209472656
1641358800,457.7576599121094
1641963600,449.9396667480469
1642568400,445.88916015625
1643173200,457.18182373046875
1643778000,481.5825500488281
1644382800,466.7664794921875
1644987600,451.4232482910156
1645592400,464.83392333984375
1646197200,462.11077880859375
1646802000,485.9747314453125
1647403200,494.66656494140625
1648008000,499.9625244140625
1648612800,506.8443298339844
1649217600,522.4580688476562
1649822400,526.3639526367188
1650427200,502.9482421875
1651032000,489.08673095703125
1651636800,477.7215270996094
1652241600,482.146240234375
1652846400,487.0701904296875
1653451200,486.3066101074219
1654056000,486.619873046875
1654660800,452.0151672363281
1655265600,470.1936340332031
1655870400,499.4957580566406
1656475200,496.35205078125
1657080000,505.37054443359375
1657684800,524.0657958984375
1658289600,522.2384643554688
1658894400,526.0404663085938
1659499200,527.808837890625
1660104000,536.512939453125
1660708800,526.3743896484375
1661313600,513.6423950195312
1661918400,508.57318115234375
1662523200,504.91864013671875
1663128000,515.2146606445312
1663732800,500.9940490722656
1664337600,515.5792846679688
1664942400,492.5582580566406
1665547200,514.63330078125
1666152000,532.3819580078125
1666756800,539.3690795898438
1667361600,545.0258178710938
1667970000,495.7118225097656
1668574800,515.5005493164062
1669179600,520.3392944335938
1669784400,531.4950561523438
1670389200,532.0459594726562
1670994000,514.24267578125
1671598800,525.8875732421875
1672203600,512.690673828125
1672808400,480.425048828125
1673413200,479.5155944824219
1674018000,485.9608459472656
1674622800,493.4637451171875
1675227600,471.40966796875
1675832400,487.17669677734375
1676437200,485.67413330078125
1677042000,470.48046875
1677646800,468.444091796875
1678251600,459.2507629394531
1678852800,476.2831115722656
1679457600,468.8229064941406
1680062400,489.3285827636719
1680667200,516.8281860351562
1681272000,500.46929931640625
1681876800,488.0091552734375
1682481600,489.46746826171875
1683086400,486.48138427734375
1683691200,475.9061279296875
1684296000,475.62835693359375
1684900800,476.0351257324219
1685505600,483.6937561035156
1686110400,487.40399169921875
1686715200,465.65826416015625
1687320000,480.688720703125
1687924800,476.0268859863281
1688529600,461.0950012207031
1689134400,498.06109619140625
1689739200,508.9486999511719
1690344000,502.78271484375
1690948800,503.8983459472656
1691553600,504.72515869140625
1692158400,490.4307861328125
1692763200,490.91888427734375
1693368000,478.94549560546875
1693972800,478.0390319824219
1694577600,480.6600036621094
1695182400,505.45001220703125
1695787200,509.4700012207031
1696392000,524.239990234375
1696996800,536.6500244140625
1697601600,525.0
1698206400,530.2100219726562
